graph,k,lambda,integral,class,ascent_curvature
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5000000000000004
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.4999999999999996
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.499999999999999
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5000000000000004
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5000000000000004
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122925
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5000000000000004
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122916
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122925
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122916
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122925
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.2487317496122925
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5000000000000004
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.500000000000001
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.4999999999999996
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716934
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580805
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5000000000000002
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,2.138721528580806
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716948
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.9349456681716939
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,1.5
"Gnp(n=8,p=0.3,s=0)",3,1.5,False,nonintegral_strict_saddle,0.625
